"기준년월일","요일","시간대","발신지_시도","발신지_시군구","발신지_읍면동","통화건수"
"20141201","월","00","서울특별시","강남구","삼성동","5"
"20141201","월","00","서울특별시","강남구","청담동","5"
"20141201","월","00","서울특별시","강남구","논현동","5"
"20141201","월","00","서울특별시","강남구","개포동","5"
"20141201","월","00","서울특별시","강남구","신사동","5"
"20141201","월","00","서울특별시","강동구","성내동","5"
"20141201","월","00","서울특별시","강동구","상일동","5"
"20141201","월","00","서울특별시","강서구","화곡동","5"
"20141201","월","00","서울특별시","강서구","등촌동","5"
"20141201","월","00","서울특별시","구로구","구로동","5"
"20141201","월","00","서울특별시","노원구","상계동","5"
"20141201","월","00","서울특별시","도봉구","창동","5"
"20141201","월","00","서울특별시","동작구","대방동","5"
"20141201","월","00","서울특별시","마포구","망원동","5"
"20141201","월","00","서울특별시","서초구","반포동","5"
"20141201","월","00","서울특별시","서초구","잠원동","5"
"20141201","월","00","서울특별시","서초구","서초동","5"
"20141201","월","00","서울특별시","송파구","잠실동","5"
"20141201","월","00","서울특별시","송파구","문정동","5"
"20141201","월","00","서울특별시","송파구","가락동","5"
"20141201","월","00","서울특별시","양천구","목동","5"
"20141201","월","00","서울특별시","영등포구","여의도동","5"
"20141201","월","00","서울특별시","영등포구","영등포동3가","5"
"20141201","월","00","서울특별시","용산구","동빙고동","5"
"20141201","월","00","서울특별시","용산구","이촌동","5"
"20141201","월","00","서울특별시","중구","무교동","5"
"20141201","월","01","서울특별시","강남구","논현동","5"
"20141201","월","01","서울특별시","강남구","청담동","5"
"20141201","월","01","서울특별시","강남구","개포동","5"
"20141201","월","01","서울특별시","강남구","삼성동","5"
"20141201","월","01","서울특별시","강동구","천호동","5"
"20141201","월","01","서울특별시","강서구","방화동","5"
"20141201","월","01","서울특별시","광진구","중곡동","5"
"20141201","월","01","서울특별시","마포구","망원동","5"
"20141201","월","01","서울특별시","서초구","서초동","5"
"20141201","월","01","서울특별시","송파구","문정동","5"
"20141201","월","01","서울특별시","영등포구","여의도동","5"
"20141201","월","01","서울특별시","종로구","서린동","5"
"20141201","월","01","서울특별시","중구","을지로3가","5"
"20141201","월","01","서울특별시","중구","무교동","5"
"20141201","월","02","서울특별시","강남구","대치동","5"
"20141201","월","02","서울특별시","강남구","논현동","5"
"20141201","월","02","서울특별시","동작구","사당동","5"
"20141201","월","02","서울특별시","송파구","문정동","5"
"20141201","월","02","서울특별시","중구","서소문동","5"
"20141201","월","03","서울특별시","강동구","길동","5"
"20141201","월","03","서울특별시","강동구","상일동","5"
"20141201","월","03","서울특별시","서초구","서초동","5"
"20141201","월","03","서울특별시","서초구","우면동","5"
"20141201","월","03","서울특별시","성북구","삼선동5가","5"
"20141201","월","03","서울특별시","송파구","송파동","5"
"20141201","월","03","서울특별시","송파구","문정동","5"
"20141201","월","03","서울특별시","은평구","진관동","5"
"20141201","월","03","서울특별시","중구","태평로1가","5"
"20141201","월","03","서울특별시","중구","을지로2가","5"
"20141201","월","04","서울특별시","강남구","청담동","5"
"20141201","월","04","서울특별시","강남구","신사동","5"
"20141201","월","04","서울특별시","강남구","역삼동","5"
"20141201","월","04","서울특별시","강동구","둔촌동","5"
"20141201","월","04","서울특별시","강서구","가양동","5"
"20141201","월","04","서울특별시","서초구","양재동","5"
"20141201","월","04","서울특별시","서초구","신원동","5"
"20141201","월","04","서울특별시","송파구","문정동","5"
"20141201","월","05","서울특별시","강남구","청담동","5"
"20141201","월","05","서울특별시","강남구","신사동","5"
"20141201","월","05","서울특별시","강남구","일원동","5"
"20141201","월","05","서울특별시","강서구","등촌동","5"
"20141201","월","05","서울특별시","관악구","봉천동","5"
"20141201","월","05","서울특별시","서초구","잠원동","5"
"20141201","월","05","서울특별시","서초구","양재동","5"
"20141201","월","05","서울특별시","종로구","교북동","5"
"20141201","월","06","서울특별시","강남구","청담동","5"
"20141201","월","06","서울특별시","강서구","내발산동","5"
"20141201","월","06","서울특별시","강서구","화곡동","5"
"20141201","월","06","서울특별시","광진구","자양동","5"
"20141201","월","06","서울특별시","서대문구","창천동","5"
"20141201","월","06","서울특별시","성북구","상월곡동","5"
"20141201","월","06","서울특별시","송파구","가락동","5"
"20141201","월","06","서울특별시","용산구","용산동6가","5"
"20141201","월","07","서울특별시","강남구","대치동","5"
"20141201","월","07","서울특별시","강남구","세곡동","5"
"20141201","월","07","서울특별시","강남구","개포동","5"
"20141201","월","07","서울특별시","강남구","역삼동","5"
"20141201","월","07","서울특별시","강남구","도곡동","5"
"20141201","월","07","서울특별시","강남구","수서동","5"
"20141201","월","07","서울특별시","강남구","논현동","5"
"20141201","월","07","서울특별시","강남구","일원동","5"
"20141201","월","07","서울특별시","강동구","성내동","5"
"20141201","월","07","서울특별시","강동구","길동","5"
"20141201","월","07","서울특별시","강동구","강일동","5"
"20141201","월","07","서울특별시","강서구","등촌동","5"
"20141201","월","07","서울특별시","관악구","봉천동","5"
"20141201","월","07","서울특별시","구로구","고척동","5"
"20141201","월","07","서울특별시","동작구","대방동","5"
"20141201","월","07","서울특별시","동작구","사당동","5"
"20141201","월","07","서울특별시","마포구","현석동","5"
"20141201","월","07","서울특별시","서초구","방배동","5"
"20141201","월","07","서울특별시","서초구","잠원동","5"
"20141201","월","07","서울특별시","성북구","안암동5가","5"
"20141201","월","07","서울특별시","송파구","방이동","5"
"20141201","월","07","서울특별시","송파구","오금동","5"
"20141201","월","07","서울특별시","송파구","문정동","5"
"20141201","월","07","서울특별시","송파구","가락동","5"
"20141201","월","07","서울특별시","영등포구","여의도동","5"
"20141201","월","07","서울특별시","종로구","교북동","5"
"20141201","월","07","서울특별시","중랑구","묵동","5"
"20141201","월","08","서울특별시","강남구","역삼동","5"
"20141201","월","08","서울특별시","강남구","대치동","5"
"20141201","월","08","서울특별시","강남구","세곡동","5"
"20141201","월","08","서울특별시","강동구","상일동","5"
"20141201","월","08","서울특별시","강동구","명일동","5"
"20141201","월","08","서울특별시","강동구","강일동","5"
"20141201","월","08","서울특별시","강서구","방화동","5"
"20141201","월","08","서울특별시","관악구","봉천동","5"
"20141201","월","08","서울특별시","금천구","시흥동","5"
"20141201","월","08","서울특별시","도봉구","도봉동","5"
"20141201","월","08","서울특별시","도봉구","창동","6"
"20141201","월","08","서울특별시","서대문구","연희동","5"
"20141201","월","08","서울특별시","서대문구","홍제동","5"
"20141201","월","08","서울특별시","서대문구","홍은동","5"
"20141201","월","08","서울특별시","서초구","양재동","5"
"20141201","월","08","서울특별시","서초구","잠원동","5"
"20141201","월","08","서울특별시","서초구","서초동","5"
"20141201","월","08","서울특별시","서초구","반포동","5"
"20141201","월","08","서울특별시","성동구","금호동4가","5"
"20141201","월","08","서울특별시","송파구","문정동","5"
"20141201","월","08","서울특별시","양천구","신정동","5"
"20141201","월","08","서울특별시","은평구","응암동","5"
"20141201","월","09","서울특별시","강남구","신사동","5"
"20141201","월","09","서울특별시","강남구","일원동","5"
"20141201","월","09","서울특별시","강남구","역삼동","5"
"20141201","월","09","서울특별시","강남구","도곡동","5"
"20141201","월","09","서울특별시","강남구","세곡동","5"
"20141201","월","09","서울특별시","강동구","상일동","5"
"20141201","월","09","서울특별시","강동구","강일동","5"
"20141201","월","09","서울특별시","강동구","성내동","5"
"20141201","월","09","서울특별시","강서구","가양동","5"
"20141201","월","09","서울특별시","동작구","상도1동","5"
"20141201","월","09","서울특별시","동작구","본동","5"
