code,date,in_people,out_people,name,line,address,x,y
2519,20171224,19300.0,18271.0,까치산,05호선,서울특별시 강서구 강서로 지하54 (화곡동),126.846444264065,37.5322306724471
2519,20171225,20333.0,19720.0,까치산,05호선,서울특별시 강서구 강서로 지하54 (화곡동),126.846444264065,37.5322306724471
2520,20151224,17789.0,13734.0,신정,05호선,서울특별시 양천구 오목로 지하179 (신정동),126.85609747422501,37.5250276134139
2521,20151224,22805.0,24081.0,목동,05호선,서울특별시 양천구 오목로 지하245 (목동),126.86462527483101,37.526133313924205
2521,20161224,15135.0,15181.0,목동,05호선,서울특별시 양천구 오목로 지하245 (목동),126.86462527483101,37.526133313924205
2522,20151224,32733.0,36252.0,오목교,05호선,서울특별시 양천구 오목로 지하342 (목동),126.875307312696,37.524534083914396
2522,20151225,19405.0,20175.0,오목교,05호선,서울특별시 양천구 오목로 지하342 (목동),126.875307312696,37.524534083914396
2522,20161224,23797.0,25382.0,오목교,05호선,서울특별시 양천구 오목로 지하342 (목동),126.875307312696,37.524534083914396
2522,20161225,17291.0,17537.0,오목교,05호선,서울특별시 양천구 오목로 지하342 (목동),126.875307312696,37.524534083914396
2522,20171224,16425.0,17154.0,오목교,05호선,서울특별시 양천구 오목로 지하342 (목동),126.875307312696,37.524534083914396
2522,20171225,17616.0,18408.0,오목교,05호선,서울특별시 양천구 오목로 지하342 (목동),126.875307312696,37.524534083914396
2527,20151224,30067.0,31263.0,여의도,05호선,서울특별시 영등포구 여의나루로 지하40 (여의도동),126.92466104293001,37.521170089044496
2527,20161224,12885.0,15453.0,여의도,05호선,서울특별시 영등포구 여의나루로 지하40 (여의도동),126.92466104293001,37.521170089044496
2528,20171225,15479.0,14519.0,여의나루,05호선,서울특별시 영등포구 여의동로 지하343 (여의도동),126.93298596743999,37.5271469489465
2529,20151224,18579.0,19339.0,마포,05호선,서울특별시 마포구 마포대로 지하33 (도화동),126.94586483454701,37.539554931126204
2530,20151224,16921.0,17815.0,공덕,05호선,서울특별시 마포구 마포대로 지하100 (공덕동),126.951451177648,37.5445416897534
2533,20151224,22333.0,22204.0,서대문,05호선,서울특별시 종로구 통일로 지하126 (평동),126.96663705816299,37.565753318100796
2534,20151224,55947.0,55613.0,광화문,05호선,서울특별시 종로구 세종대로 지하172 (세종로),126.976423148119,37.5716477085545
2534,20151225,48844.0,42232.0,광화문,05호선,서울특별시 종로구 세종대로 지하172 (세종로),126.976423148119,37.5716477085545
2534,20161224,64008.0,64438.0,광화문,05호선,서울특별시 종로구 세종대로 지하172 (세종로),126.976423148119,37.5716477085545
2534,20161225,26467.0,24187.0,광화문,05호선,서울특별시 종로구 세종대로 지하172 (세종로),126.976423148119,37.5716477085545
2534,20171224,40385.0,39967.0,광화문,05호선,서울특별시 종로구 세종대로 지하172 (세종로),126.976423148119,37.5716477085545
2534,20171225,34842.0,32439.0,광화문,05호선,서울특별시 종로구 세종대로 지하172 (세종로),126.976423148119,37.5716477085545
2535,20151224,16242.0,17102.0,종로3가,05호선,서울특별시 종로구 돈화문로11길 지하26 (돈의동)  ,126.992153252476,37.570420844523
2535,20161224,15591.0,15685.0,종로3가,05호선,서울특별시 종로구 돈화문로11길 지하26 (돈의동)  ,126.992153252476,37.570420844523
2543,20151224,19768.0,18183.0,답십리,05호선,서울특별시 성동구 천호대로 지하300 (용답동),127.052561189877,37.566976386407795
2544,20151224,23498.0,23624.0,장한평,05호선,서울특별시 동대문구 천호대로 지하405 (장안동),127.06370366347001,37.561604753916605
2545,20151224,13601.0,15018.0,군자,05호선,서울특별시 광진구 천호대로 지하550 (능동)  ,127.079512877207,37.5571496853206
2546,20151224,18512.0,17016.0,아차산,05호선,서울특별시 광진구 천호대로 지하657 (능동),127.089566085085,37.5522482688631
2547,20151224,17367.0,16350.0,광나루,05호선,서울특별시 광진구 아차산로 지하571 (광장동,127.10352146450701,37.545299171567706
2548,20151224,27393.0,29455.0,천호,05호선,서울특별시 강동구 천호대로 지하997 (천호동),127.123928366579,37.5385103352887
2548,20151225,21428.0,21886.0,천호,05호선,서울특별시 강동구 천호대로 지하997 (천호동),127.123928366579,37.5385103352887
