name,code,eng_name,line,out_code,address,x,y
김포공항,2513,Gimpo Intl. Airport,05호선,512,서울특별시 강서구 하늘길 지하77 (방화동),126.80191588831,37.5619657741382
까치산,2519,Kkachisan,05호선,518,서울특별시 강서구 강서로 지하54 (화곡동),126.846444264065,37.5322306724471
까치산,2519,Kkachisan,05호선,518,서울특별시 강서구 강서로 지하54 (까치산역),126.846444264065,37.5322306724471
답십리,2543,Dapsimni,05호선,542,서울특별시 성동구 천호대로 지하300 (용답동),127.052561189877,37.5669763864078
동대문역사문화공원,2537,Dongdaemun History  Culture Park,05호선,536,서울특별시 중구 을지로 지하 279 (2호선 동대문역역사문화공원역),127.009005301929,37.5656635044556
동대문역사문화공원,2537,Dongdaemun History  Culture Park,05호선,536,서울특별시 중구 장충단로 지하 230 (4호선 동대문역사문화공원역),127.009005301929,37.5656635044556
둔촌동,2555,Dunchon-dong,05호선,P549,서울특별시 강동구 양재대로 지하1369 (둔촌동),127.136214649814,37.5276568424723
마곡,2515,Magok,05호선,514,서울특별시 강서구 공항대로 지하163 (가양동),126.824689875377,37.5601804825766
마장,2542,Majang,05호선,541,서울특별시 성동구 마장로 지하296 (마장동),127.042984855663,37.5661389565959
마천,2561,Macheon,05호선,P555,서울특별시 송파구 마천로57길 지하7 (마천동),127.152859864985,37.4950381629493
마포,2529,Mapo,05호선,528,서울특별시 마포구 마포대로 지하33 (도화동),126.945864834547,37.5395549311262
명일,2552,Myeongil,05호선,551,서울특별시 강동구 양재대로 지하1632 (명일동),127.14404374474,37.5513978958277
목동,2521,Mok-dong,05호선,520,서울특별시 양천구 오목로 지하245 (목동),126.864625274831,37.5261333139242
발산,2516,Balsan,05호선,515,서울특별시 강서구 공항대로 지하267 (가양동),126.837740491891,37.5586784369728
방이,2557,Bangi,05호선,P551,서울특별시 송파구 양재대로 지하1127 (방이동),127.126096046986,37.5087506251989
방화,2511,Banghwa,05호선,510,서울특별시 강서구 금낭화로 지하132 (방화동),126.812819296675,37.5776031994404
상일동,2554,Sangil-dong,05호선,553,서울특별시 강동구 고덕로 지하359 (상일동),127.165904967475,37.5566773969007
서대문,2533,Seodaemun,05호선,532,서울특별시 종로구 통일로 지하126 (평동),126.966637058163,37.5657533181008
송정,2514,Songjeong,05호선,513,서울특별시 강서구 공항대로 지하33 (공항동),126.8099107,37.5614198
신금호,2539,Singeumho,05호선,538,서울특별시 성동구 금호로 지하154 (금호동2가),127.020493165536,37.5544752914945
신길,2526,Singil,05호선,525,서울 영등포구 영등포로 327,126.91827217851,37.5168013825121
신정,2520,Sinjeong,05호선,519,서울특별시 양천구 오목로 지하179 (신정동),126.856097474225,37.5250276134139
아차산,2546,Achasan,05호선,545,서울특별시 광진구 천호대로 지하657 (능동),127.089566085085,37.5522482688631
애오개,2531,Aeogae,05호선,530,서울특별시 마포구 마포대로 지하210 (아현동),126.956669363197,37.5534131497489
양평,2523,Yangpyeong,05호선,522,서울특별시 영등포구 양산로 지하21 (양평동2가),126.886421377197,37.5255794231765
여의나루,2528,Yeouinaru,05호선,527,서울특별시 영등포구 여의동로 지하343 (여의도동),126.93298596744,37.5271469489465
여의도,2527,Yeouido,05호선,526,서울특별시 영등포구 여의나루로 지하40 (여의도동),126.92466104293,37.5211700890445
영등포구청,2524,Yeongdeungpo-gu Office,05호선,523,서울특별시 영등포구 양산로 지하116 (당산동3가),126.89667739939,37.5258305311402
영등포구청,2524,Yeongdeungpo-gu Office,05호선,523,서울특별시 영등포구 당산로 121(당산동3가) (2호선 영등포구청역),126.89667739939,37.5258305311402
영등포시장,2525,Yeongdeungpo Market,05호선,524,서울특별시 영등포구 양산로 지하200 (영등포동5가),126.905181566803,37.5227094270715
오금,2558,Ogeum,05호선,P552,서울특별시 송파구 오금로 지하321 (오금동),127.127953219596,37.5021388575469
오금,2558,Ogeum,05호선,P552,서울특별시 송파구 오금로 지하 321 (3호선 오금역),127.127953219596,37.5021388575469
오목교,2522,Omokgyo,05호선,521,서울특별시 양천구 오목로 지하342 (목동),126.875307312696,37.5245340839144
올림픽공원,2556,Olympic Park,05호선,P550,서울특별시 송파구 양재대로 지하1233 (방이동),127.130963675401,37.5163389870117
왕십리,2541,Wangsimni,05호선,540,서울특별시 성동구 왕십리로 지하300 (행당동),127.037101112459,37.5612683640285
왕십리,2541,Wangsimni,05호선,540,서울특별시 성동구 왕십리로 지하300 (2호선 왕십리역),127.037101112459,37.5612683640285
우장산,2517,Ujangsan,05호선,516,서울특별시 강서구 강서로 지하262 (화곡동),126.836327173846,37.5488160380135
을지로4가,2536,Euljiro 4(sa)-ga,05호선,535,서울특별시 중구 창경궁로 지하51 (주교동),126.997632059113,37.5666405038268
을지로4가,2536,Euljiro 4(sa)-ga,05호선,535,서울특별시 중구 을지로 지하 178 (2호선 을지로4가역),126.997632059113,37.5666405038268
장한평,2544,Janghanpyeong,05호선,543,서울특별시 동대문구 천호대로 지하405 (장안동),127.06370366347,37.5616047539166
종로3가,2535,Jongno 3(sam)-ga,05호선,534,서울특별시 종로구 돈화문로11길 지하26 (돈의동)  ,126.992153252476,37.570420844523
종로3가,2535,Jongno 3(sam)-ga,05호선,534,서울특별시 종로구 종로 지하 129 (종로3가) (1호선 종로3가역),126.992153252476,37.570420844523
종로3가,2535,Jongno 3(sam)-ga,05호선,534,서울특별시 종로구 돈화문로 지하 30 (묘동) (3호선 종로3가역),126.992153252476,37.570420844523
천호,2548,Cheonho,05호선,547,서울특별시 강동구 천호대로 지하997 (천호동),127.123928366579,37.5385103352887
청구,2538,Cheonggu,05호선,537,서울특별시 중구 청구로 지하77 (신당동),127.013943845279,37.5602101936978
충정로,2532,Chungjeongno,05호선,531,서울특별시 서대문구 충정로 지하28-1 (충정로3가),126.964493206988,37.5597623875712
충정로,2532,Chungjeongno,05호선,531,서울특별시 서대문구 서소문로 지하 17 (2호선 충정로역),126.964493206988,37.5597623875712
행당,2540,Haengdang,05호선,539,서울특별시 성동구 행당로 지하89 (행당동),127.029511840513,37.5573637818732
화곡,2518,Hwagok,05호선,517,서울특별시 강서구 화곡로 지하168 (화곡동),126.840455026335,37.5416507925709
고려대,2641,Korea Univ.,06호선,640,서울특별시 성북구 종암로 지하1 (종암동),127.036308984843,37.5904439885217
공덕,2627,Gongdeok,06호선,626,서울특별시 마포구 마포대로 지하100 (공덕동),126.951451177648,37.5445416897534
광흥창,2625,Gwangheungchang,06호선,624,서울특별시 마포구 독막로 지하165 (창전동),126.93203078679,37.547487384826
구산,2616,Gusan,06호선,615,서울특별시 은평구 연서로 지하137-1 (구산동),126.917258344574,37.6112466906903
녹사평,2630,Noksapyeong,06호선,629,서울특별시 용산구 녹사평대로 지하195 (용산동4가),126.9865496751,37.5347227952064
대흥,2626,Daeheung,06호선,625,서울특별시 마포구 대흥로 지하85 (대흥동),126.942473188734,37.5476479056751
독바위,2614,Dokbawi,06호선,613,서울특별시 은평구 불광로 지하129-1 (불광동),126.933053652461,37.6184141599944
돌곶이,2644,Dolgoji,06호선,643,서울특별시 성북구 화랑로 지하243 (석관동),127.056438124632,37.6105450141613
동묘앞,2637,Dongmyo,06호선,636,서울특별시 종로구 지봉로 지하24 (숭인동),127.016364305231,37.5732177197872
동묘앞,2637,Dongmyo,06호선,636,서울특별시 종로구 종로 359 (숭인동) (1호선 동묘앞역),127.016364305231,37.5732177197872
디지털미디어시티,2619,Digital Media City,06호선,618,서울특별시 은평구 수색로 지하175 (증산동),126.901277609265,37.5760124042175
마포구청,2621,Mapo-gu Office,06호선,620,서울특별시 마포구 월드컵로 지하190 (성산동),126.903425598797,37.5634871865932
망원,2622,Mangwon,06호선,621,서울특별시 마포구 월드컵로 지하77 (망원동),126.91009561678,37.556082490876
버티고개,2633,Beotigogae,06호선,632,서울특별시 중구 다산로 지하38 (신당동),127.006730866101,37.5478275106099
보문,2639,Bomun,06호선,638,서울특별시 성북구 보문로 지하116 (보문동1가),127.020003313995,37.5855427036932
봉화산,2648,Bonghwasan,06호선,647,서울특별시 중랑구 신내로 지하232 (신내동),127.091361250519,37.6173526373999
불광,2613,Bulgwang,06호선,612,서울특별시 은평구 통일로 지하723-1 (대조동),126.930315855716,37.6100474511107
불광,2613,Bulgwang,06호선,612,서울특별시 은평구 통일로 지하 723-1 3호선 (불광역),126.930315855716,37.6100474511107
삼각지,2629,Samgakji,06호선,628,서울특별시 용산구 한강대로 지하185 (한강로1가),126.974053962692,37.5356072956409
삼각지,2629,Samgakji,06호선,628,서울특별시 용산구 한강대로 지하 180(한강로1가) (삼각지역),126.974053962692,37.5356072956409
상수,2624,Sangsu,06호선,623,서울 마포구 독막로 지하 85,126.922503466937,37.5477482120012
상월곡,2643,Sangwolgok,06호선,642,서울특별시 성북구 화랑로 지하157 (상월곡동),127.048829192974,37.6065588265169
새절,2617,Saejeol,06호선,616,서울특별시 은평구 증산로 지하400 (신사동,126.913580663181,37.5908600479967
석계,2645,Seokgye,06호선,644,서울특별시 노원구 화랑로 지하347-1 (월계동),127.065687159447,37.6150068855165
신당,2636,Sindang,06호선,635,서울특별시 중구 다산로 지하260 (흥인동),127.019477739585,37.5656742141161
신당,2636,Sindang,06호선,635,서울특별시 중구 퇴계로 지하 431-1 (2호선 신당역),127.019477739585,37.5656742141161
안암,2640,Anam,06호선,639,서울특별시 성북구 인촌로 지하89 (안암동5가),127.029233420248,37.586307417971
약수,2634,Yaksu,06호선,633,서울특별시 중구 다산로 지하115 (신당동),127.010891666957,37.5545053994984
약수,2634,Yaksu,06호선,633,서울특별시 중구 다산로 지하 122 (3호선 약수역),127.010891666957,37.5545053994984
역촌,2612,Yeokchon,06호선,611,서울 은평구 서오릉로 지하 63,126.922844876471,37.6062265591065
연신내,2615,Yeonsinnae,06호선,614,서울특별시 은평구 통일로 지하849 (갈현동),126.921100623409,37.6192027064253
연신내,2615,Yeonsinnae,06호선,614,서울특별시 은평구 통일로 지하 849 3호선 (연신내역),126.921100623409,37.6192027064253
월곡,2642,Wolgok,06호선,641,서울특별시 성북구 월곡로 지하107 (하월곡동),127.041460725816,37.6018044172918
월드컵경기장,2620,World Cup Stadium,06호선,619,서울특별시 마포구 월드컵로 지하240 (성산동),126.899098148061,37.5696355653344
응암,2611,Eungam,06호선,610,서울특별시 은평구 증산로 지하477 (역촌동),126.915542187709,37.5984910629281
이태원,2631,Itaewon,06호선,630,서울특별시 용산구 이태원로 지하177 (이태원동),126.994333861918,37.5345252050511
증산,2618,Jeungsan,06호선,617,서울특별시 은평구 증산로 지하306 (증산동),126.9074973,37.583933
창신,2638,Changsin,06호선,637,서울특별시 종로구 지봉로 지하112 (창신동),127.015296884838,37.5794156449305
청구,2635,Cheonggu,06호선,634,서울특별시 중구 청구로 지하77 (신당동),127.013943845279,37.5602101936978
태릉입구,2646,Taereung,06호선,645,서울특별시 노원구 동일로 지하992-1 (공릉동),127.075405300578,37.618459513199
한강진,2632,Hangangjin,06호선,631,서울특별시 용산구 이태원로 지하287 (한남동),127.001765135176,37.5397907743775
합정,2623,Hapjeong,06호선,622,서울특별시 마포구 양화로 지하45 (합정동),126.914457705386,37.5499122011964
합정,2623,Hapjeong,06호선,622,서울특별시 마포구 양화로 지하 55 (2호선 합정역),126.914457705386,37.5499122011964
화랑대,2647,Hwarangdae,06호선,646,서울특별시 노원구 화랑로 지하510 (공릉동),127.08354407564,37.6198415528121
효창공원앞,2628,Hyochang park,06호선,627,서울특별시 용산구 백범로 지하287 (효창동),126.96139810075,37.5393087503306
가산디지털단지,2748,Gasan Digital Complex,07호선,746,서울특별시 금천구 벚꽃로 309 (가산동),126.882661758356,37.4803959660982
강남구청,2732,Gangnam-gu Office,07호선,730,서울특별시 강남구 학동로 지하346 (삼성동),127.041309814563,37.5172152713709
건대입구,2729,Konkuk Univ.,07호선,727,서울특별시 광진구 능동로 지하110 (화양동),127.069203234354,37.5404068198011
건대입구,2729,Konkuk Univ.,07호선,727,서울특별시 광진구 아차산로 243 (2호선 건대입구역),127.069203234354,37.5404068198011
고속터미널,2736,Express Bus Terminal,07호선,734,서울 서초구 신반포로 지하 188,127.005139104471,37.5045533598139
고속터미널,2736,Express Bus Terminal,07호선,734,서울 서초구 신반포로 지하 188,127.005139104471,37.5045533598139
공릉,2718,Gongneung,07호선,716,서울특별시 노원구 동일로 지하1074 (공릉동),127.073033585328,37.6255427648558
군자,2727,Gunja,07호선,725,서울특별시 광진구 천호대로 지하550 (능동)  ,127.079512877207,37.5571496853206
굴포천,2760,Gulpocheon,07호선,758,인천광역시 부평구 길주로 지하623 (삼산동),126.731345645994,37.5070471436642
까치울,2753,Kkachiul,07호선,751,경기도 부천시 원미구 길주로 지하626 (춘의동),126.811335931255,37.5062263216567
남구로,2747,Namguro,07호선,745,서울 구로구 도림로 지하 7,126.887970257024,37.4869892904115
남성,2739,Namseong,07호선,737,서울 동작구 사당로 지하 218,126.971284511719,37.4846359263908
내방,2737,Naebang,07호선,735,서울특별시 서초구 서초대로 지하103 (방배동),126.993600180589,37.4876585212369
노원,2715,Nowon,07호선,713,서울특별시 노원구 동일로 지하1409 (상계동),127.063447137624,37.6563413439665
노원,2715,Nowon,07호선,713,서울특별시 노원구 상계로 69-1 (4호선 노원역),127.063447137624,37.6563413439665
논현,2734,Nonhyeon,07호선,732,서울특별시 강남구 학동로 지하102 (논현동),127.021653112054,37.5112018042687
대림,2746,Daerim,07호선,744,서울 구로구 도림천로 351,126.894929187141,37.4933100912585
대림,2746,Daerim,07호선,744,서울 구로구 도림천로 351,126.894929187141,37.4933100912585
도봉산,2712,Dobongsan,07호선,710,서울 도봉구 도봉로 948,127.046062716639,37.6895116783324
뚝섬유원지,2730,Ttukseom Park,07호선,728,서울특별시 광진구 능동로 10 (자양동),127.066796746584,37.5315568172484
마들,2714,Madeul,07호선,712,서울특별시 노원구 동일로 지하1530-1 (상계동),127.057712619869,37.6652017465321
먹골,2720,Meokgol,07호선,718,서울특별시 중랑구 동일로 지하901 (묵동),127.077762187968,37.6106193846197
면목,2723,Myeonmok,07호선,721,서울특별시 중랑구 면목로 지하407 (면목동),127.087503803859,37.5887148877725
반포,2735,Banpo,07호선,733,서울특별시 서초구 신반포로 지하241 (잠원동),127.011586161943,37.5081614290284
보라매,2744,Boramae,07호선,742,서울특별시 동작구 상도로 지하2 (대방동),126.920611175261,37.4999217552104
부천시청,2757,Bucheon City Hall,07호선,755,경기도 부천시 원미구 길주로 지하202 (중동),126.76401271225,37.5046574302733
부천종합운동장,2754,Bucheon Stadium,07호선,752,경기도 부천시 원미구 길주로 지하502 (춘의동),126.797233841984,37.5054255130821
부평구청,2761,Bupyeong-gu Office,07호선,759,인천광역시 부평구 길주로 지하527 (갈산동),126.72144197999,37.5074335057831
사가정,2724,Sagajeong,07호선,722,서울특별시 중랑구 사가정로 지하393 (면목동),127.088504554212,37.5809403751459
삼산체육관,2759,Samsan Gymnasium,07호선,757,인천광역시 부평구 길주로 지하713 (삼산동),126.741423266126,37.5065022485406
상도,2741,Sangdo,07호선,739,서울 동작구 상도로 지하 272,126.947917975554,37.5028706251049
수락산,2713,Suraksan,07호선,711,서울특별시 노원구 동일로 지하1662 (상계동),127.055350968781,37.6778814656816
숭실대입구,2740,Soongsil Univ.,07호선,738,서울특별시 동작구 상도로 지하378 (상도동),126.953621963422,37.4963172817574
신대방삼거리,2743,Sindaebangsamgeori,07호선,741,서울특별시 동작구 상도로 지하76 (대방동)  ,126.928215469236,37.4997572316574
신중동,2756,Sinjung-dong,07호선,754,경기도 부천시 원미구 길주로 지하314 (중동),126.776897204578,37.5029525402622
신풍,2745,Sinpung,07호선,743,서울특별시 영등포구 신풍로 지하27 (신길동),126.90975434386,37.5001229935524
어린이대공원,2728,Children`s  Grand Park,07호선,726,서울특별시 광진구 능동로 지하210 (화양동),127.074655256871,37.5479626782211
온수,2752,Onsu,07호선,750,서울특별시 구로구 경인로3길 지하64 (온수동),126.823847928009,37.4919675365056
용마산,2725,Yongmasan,07호선,723,서울특별시 중랑구 용마산로 지하227 (면목동),127.086761764772,37.573715696822
이수,2738,Isu,07호선,736,서울특별시 동작구 사당로 지하310 (사당동),126.982211871752,37.4867995957995
장승배기,2742,Jangseungbaegi,07호선,740,서울특별시 동작구 상도로 지하188 (상도동),126.939072381356,37.5048990621814
장암,2711,Jangam,07호선,709,경기도 의정부시 동일로 121 (장암동),127.052820038013,37.6999570630957
중계,2716,Junggye,07호선,714,서울특별시 노원구 동일로 지하1308-1 (중계동),127.06411035896,37.6450921230569
중곡,2726,Junggok,07호선,724,서울 광진구 능동로 지하 417,127.084264774132,37.5658752433562
중화,2721,Junghwa,07호선,719,서울특별시 중랑구 동일로 지하797 (중화동),127.079312037122,37.6025526943256
천왕,2751,Cheonwang,07호선,749,서울특별시 구로구 오리로 지하1154 (오류동),126.838604215448,37.4868564822373
청담,2731,Cheongdam,07호선,729,서울특별시 강남구 학동로 지하508 (청담동),127.053717937903,37.519455579961
춘의,2755,Chunui,07호선,753,경기도 부천시 원미구 길주로 지하406 (춘의동),126.786996627015,37.5036991939036
태릉입구,2719,Taereung,07호선,717,서울특별시 노원구 동일로 지하992-1 (공릉동),127.075405300578,37.618459513199
하계,2717,Hagye,07호선,715,서울특별시 노원구 동일로 지하1196 (하계동),127.067991278758,37.6364765391858
학동,2733,Hak-dong,07호선,731,서울 강남구 학동로 지하 180,127.031899643776,37.5143584020133
가락시장,2818,Garak Market,08호선,817,서울특별시 송파구 송파대로 지하257 (가락동),127.118262745146,37.4930992522183
가락시장,2818,Garak Market,08호선,817,서울특별시 송파구 송파대로 지하 257 (3호선 가락시장역),127.118262745146,37.4930992522183
강동구청,2813,Gangdong-gu Office,08호선,812,서울특별시 강동구 올림픽로 지하550 (성내동),127.12044373032,37.5302111983522
남한산성입구,2823,Namhansanseong,08호선,822,경기도 성남시 수정구 산성대로 지하445 (단대동)  ,127.159882577768,37.4516686968693
단대오거리,2824,Dandaeogeori,08호선,823,경기도 성남시 수정구 산성대로 지하365 (신흥동),127.156773608013,37.4450236786683
모란,2827,Moran,08호선,826,경기도 성남시 수정구 산성대로 지하100 (수진동),127.129972447837,37.4340383230261
몽촌토성,2814,Mongchontoseong,08호선,813,서울특별시 송파구 올림픽로 지하383 (신천동),127.112863087986,37.5178064826321
문정,2819,Munjeong,08호선,818,서울특별시 송파구 송파대로 지하179 (문정동),127.122484886901,37.4860310539381
복정,2821,Bokjeong,08호선,820,서울특별시 송파구 송파대로 지하6 (장지동),127.126724009736,37.4707418689753
산성,2822,Sanseong,08호선,821,경기도 성남시 수정구 수정로 지하365 (신흥동),127.150073936897,37.4567993089902
석촌,2816,Seokchon,08호선,815,서울특별시 송파구 송파대로 지하439 (석촌동),127.107004062699,37.5054141216925
송파,2817,Songpa,08호선,816,서울특별시 송파구 송파대로 지하354 (가락동),127.112193506363,37.4997149535067
수진,2826,Sujin,08호선,825,경기도 성남시 수정구 산성대로 지하200 (수진동),127.140534508419,37.4373779787206
암사,2811,Amsa,08호선,810,서울특별시 강동구 올림픽로 지하776 (암사동),127.127541862871,37.5501590807388
잠실,2815,Jamsil,08호선,814,서울특별시 송파구 올림픽로 305 (신천동),127.100228759082,37.513312862699
잠실,2815,Jamsil,08호선,814,서울특별시 송파구 올림픽로 지하 265 (2호선 잠실역),127.100228759082,37.513312862699
장지,2820,Jangji,08호선,819,서울특별시 송파구 송파대로 지하82 (장지동),127.12617656737,37.4786316933099
천호,2812,Cheonho,08호선,811,서울특별시 강동구 천호대로 지하997 (천호동),127.123928366579,37.5385103352887
가양,4107,Gayang,09호선,907,서울특별시,126.8520553,37.561553
개화,4101,Gaehwa,09호선,901,서울 중구 남대문로 52-5,126.981877068486,37.5621089273532
고속터미널,4123,Express Bus Terminal,09호선,923,서울 서초구 신반포로 지하 188,127.005139104471,37.5045533598139
고속터미널,4123,Express Bus Terminal,09호선,923,서울 서초구 신반포로 지하 188,127.005139104471,37.5045533598139
공항시장,4103,Airport Market,09호선,903,서울 강서구 방화동로3가길 10,126.809217030865,37.5632953388758
구반포,4121,Gubanpo,09호선,921,서울 서초구 신반포로15길 14,126.994582068833,37.504472691052
국회의사당,4114,National Assembly,09호선,914,서울 영등포구 의사당대로 1,126.914166375619,37.5319101600816
김포공항,4102,Gimpo Intl. Airport,09호선,902,서울특별시 강서구 하늘길 지하77 (방화동),126.80191588831,37.5619657741382
노들,4118,Nodeul,09호선,918,서울 종로구 동숭길 25,127.003523153096,37.5799219801211
노량진,4117,Noryangjin,09호선,917,서울 동작구 노량진로 174,126.945392280831,37.5136064876753
당산,4113,Dangsan,09호선,913,서울특별시 영등포구 당산로 229(당산동 6가) (2호선 당산역),126.902611795523,37.5347843171332
동작,4120,Dongjak,09호선,920,서울특별시 동작구 현충로 257(동작동) (4호선 동작역),126.980318892082,37.5029789395574
봉은사,4129,Bongeunsa,09호선,929,서울 강남구 봉은사로 531,127.057665896967,37.5154625294802
삼성중앙,4128,Samseong Jungang,09호선,928,서울 동대문구 왕산로 34,127.027214431303,37.5764269758589
샛강,4116,Saetgang,09호선,916,경기 포천시 내촌면 금강로2606번길 1,127.244653877078,37.8027418103411
석촌,4133,Seokchon(Hansol Hospital),09호선,933,서울특별시 송파구 송파대로 지하439 (석촌동),127.107004062699,37.5054141216925
선유도,4112,Seonyudo,09호선,912,서울특별시 양평동5가,126.8917213,37.537855
선정릉,4127,Seonjeongneung,09호선,927,서울 강남구 선릉로100길 1,127.048929629336,37.5091089248325
신반포,4122,Sinbanpo,09호선,922,서울 서초구 신반포로 177,127.003697614149,37.5062388306672
양천향교,4106,Yangcheon Hyanggyo,09호선,906,서울 강서구 양천로47나길 53,126.839837080609,37.5730899229245
언주,4126,Eonju,09호선,926,서울 강남구 봉은사로 지하 102,127.033970921595,37.5073353959717
여의도,4115,Yeouido,09호선,915,서울특별시 영등포구 여의나루로 지하40 (여의도동),126.92466104293,37.5211700890445
올림픽공원,4136,Olympic Park,09호선,936,서울특별시 송파구 양재대로 지하1233 (방이동),127.130963675401,37.5163389870117
종합운동장,4130,Sports Complex,09호선,930,서울특별시 송파구 올림픽로 지하 23 (종합운동장역),127.0715853,37.511051
중앙보훈병원,4138,VHS Medical Center,09호선,938,서울 강동구 진황도로61길 53,127.147757381562,37.5293512633534
한성백제,4135,Hanseong Baekje,09호선,935,서울 송파구 위례성대로 71,127.120895427979,37.5154119474438
흑석,4119,Heukseok,09호선,919,서울 동작구 현충로 55,126.962749345149,37.5105428617281
